Book,Chapter,Verse,Scripture
45,13,5,"Yĩy 'ãxat'ax xop pu 'ãyĩpkox pi', Topa te 'ãxat hah, 'ãkuxa te 'ãxat hãmãxap, ha 'ãxũygã hok kamah."
45,13,6,"'Õg tayũmak hã pago kama gohet pu', gohet te nõm tayũmak xak hah. Yã' xat'ax xop te Topa pu hãpxopmãhã', 'ĩhã 'ãxat."
45,13,7,"Hu pago tayũmak hã xate ta nemen, xix' xat'ax xop pe'ãpaxex xexka kama xate ta nemẽn."
45,13,8,"'Ãnõy ha hãmmaxnã'Tikmũ'ũn pu ta nemẽn hok, pap-tup pax xexka'. Tikmũ'ũn te Topa yõg xat'ax mãynãg mĩy, 'ĩhã' nõy putup pax."
45,13,9,"'Ũxat'ax te: “'Ãnõy hã xupxet hok,” kaxĩy, xix: “'Ũp-tex hok,” kaxĩy, xix: “Hãpxop hã xupxet hok,” kaxĩy, xix: “'Ãnõy yĩpkumĩy hok,” kaxĩy. Yã' xat'ax xohix te yũmũ'ã hãmyũmmũgãhã', ha hãmyũmmũg'ax puxet, hu: 'Ãnõy putup pax, yã yãy mũn putup pax putuk. Kaxĩy."
45,13,10,"Tikmũ'ũn te' nõy putup pax, puxi' nõy pu hãpkummugã 'ohnãg, yĩy tikmũ'ũn te' xat'ax pu' yĩpkox pip, 'ĩhã' nõy putup pax xe'e'."
45,13,11,"'Ãpu, 'ãnõy putup pax. Yã hãptup xe'e mõ'nã'ax, puxix Kunnix nũ', nũy yãy yõg tikmũ'ũn yãy tu nũ'xok, 'ãkuxa tuknõg hok, nũy tikmũ'ũn mõ'yõn putuk hok. Yã hõmã yũmũg kuxa mãm ka'ok Yeyox kopah, pa yã hãptũmnãg, ha hãptup te hãpkanet hã mõ'nã'ax, ha kaxĩy yũmũg xuxyã xupep putup. 'Ãpu, yũmũ'ãte hãpkummuk mĩy kux, nũy 'ãmnĩy koxtap kopa yõg hãpxopmã'ax kuxyã', nũy hãpkummuk mũtik yãy tuk-mĩy mãyõn xupep 'ĩhã'."
45,13,13,"Yĩy hãmyok mĩy nõmhã, yãy xaptop hok. Hãpkute'ex kummuk hok, xix kenmuk xo'op hok, nũy 'ãpaptux hok, xix 'ũpẽnã pax hok, xayĩy hãpkummuk mĩy hok, xix 'ãnõy hã xupxet hok, xix hãmpe'ãpaxeh kummuk hok, xix yãykix hok, xix 'ãyĩpkumĩy hok."
45,13,14,"Yã yũmũg xuxyã Yeyox Kunnix te 'ãpupi' xip, nũy 'ãxeh, yĩ' tux hok pu xeh, ha yãy pu 'ĩpkox pip hok, nũy yãy yõg putup'ax mĩy hok, ka hãpkummuk mĩy."
45,14,1,"'Ãnõy yõg hãpxopmã'ax kopit hok'Ãxop kopa' pip tikmũ'ũn kuxa mãm pu'uk, 'ãpu nõm putup pax, pa hãm'ãktux hã' nõy yãnãn hok, 'ũyõg hãmpe'paxex hã yãy tuk-mĩy hok."
45,14,2,"Tikmũ'ũn kuxa yũm ka'ok, puxi' xit'ax xohix mãhã', pa tikmũ'ũn kuxa yũm pu'uk te xogyĩn mã 'ohnãg."
45,14,3,"Tikmũ'ũn yãg te hãpxop xohix mãhã'. Pũyã' nõy mũn putup, nõm te xogyĩn ma hok, nũy nõm pe'paxeh kutõgnãg hok. Tikmũ'ũn yãg te xogyĩn mã 'ohnãg. Puyã' nõy putup, nõm te hãpxop xohix mãhã', pu nõm pe'paxex kutõgnãg hok. Topa te nõm putup pax, yã' puxi'."
45,14,4,"'Ok yãy pe'ãpaxex xexka', nũy 'ãnõy yõg kãmãnat yõg hãpxopmã'ax kopit? Yũmũg xuxyã te' kopit putup, nũy hãmyũmmũg, 'ok pe kãmãnat hãm max, pe' hãm kummuk. Yã' hãm maxp-tup. Topa te' ka'ogã'ax, puyĩy hãpxopmã max."
45,14,5,"Tikmũ'ũn yãg te hãptup tuknõg putup, 'ĩhã' nõy te 'ãmnĩy xohip-tup, ha 'ãmnĩy xohix te yãy putuk hamũn pu'. Pũyã tikmũ'ũn kuxa xohix mãm ka'ok, nũy hãmyũmmũg, nũy yãy yõg hãpxopmã'ax yũmmũg, 'ok pe' max, 'ok pe' kummuk."
45,14,6,"Tikmũ'ũn te hãptup tuknõg putup, puxix mõy Topa xexka 'ãktux, 'ĩhã nõm hãptup putup, ha tikmũ'ũn te hãpxop xohix mã', puxix Topa xexka 'ãktux, 'ĩhã hãpxopmãhã', hu: “'Ãmax Topah, tu hãpxop xohix 'ã' hõm, nũy 'ũkxĩnnã',” kaxĩy. Ha tikmũ'ũn te xogyĩn mã hok, puxix tu Topa xexka 'ãktux 'ĩhã' mã hok, tu: 'Ãmax Topah, xa hãm yõg hãpxop punethok 'ã' hõm, nũy ũkxĩnnã',” kaxĩy."
45,14,7,"Tikmũ'ũn puxehnãg hã 'ap hi'ah, tup-xehnãg hã 'ap xok'ah, pãyã Topa te yũmũg xat, 'ok pe yũmũg hi', pe yũmũg xakix. Yũmũg hi, kopxix Topa tu yũmũg hi'. Yũmũg xakix, kopxix Topa tu yũmũg xakix. Yã kaxĩy, pe yũmũg hi', pe yũmũg xakix, kopxix Topa yõg yũmũ'ã'."
45,14,9,"Kunnix xok, tu putpu' hi', nũy tu yãyhã nõm hi xop yãy xuxyã', xi' xakix xop yãy xuxyã kamah."
45,14,10,"Xix 'ãmũn, tep tu xate 'ãxape yõg hãpxopmã'ax kopit, nũy hãpxopmã'ax 'ãktux kummuk? 'Ãnõy 'ãktux kummuk hok. Yũmũg xohix te Topa keppak pip putup, pu yũmũg yõg hãpxopmã'ax xohix kopit, nũy hãmyũmmũg, 'ok pe yũmũ'ãte hãpxopmã max, pe hãpxopmã kummuk."
45,14,11,"Yĩy Topa yõg tappet te Topa yõg hãm'ãktux 'ãktux. Ha Topa te:“'Ãte xa hãpxe'e 'ãktux, tu xa hãm'ãktux xex:Yãk hi mõkumak mõg,yĩy 'ũhep xohix xop tek keppa nũktettex putup, nũy tu kuxa' yẽy,tutek mũn ha Topa xe'ẽgnãg 'ãktux putup,” kaxĩy. Yĩy yũmũg xohix te Topa keppak pip putup, nũy yãy yõg hãpxopmã'ax 'ãktux."
45,14,13,"'Ãnõy kummugã hok'Ãxape kummuk 'ãktux hok. 'Ãmhok, hãpxopmã hok, nũy 'ãnõy pu hãpkummugã hok, puyĩy hãpkummuk mĩy hok."
45,14,14,"'Ũgkuxap-xet yũmũg xuxyã kuxa mũtik, hu 'ãte hãmyũmmũg, ha hãpxop xit'ax xohix max, 'ũyĩ' mã', pa tikmũ'ũn yãg te: “Nõm te xokxop mã hok xop. Yã' kummuk tikmũ'ũn te' mã',” kaxĩy, puxix nõm xit'ax yã nõm tikmũ'ũn hã 'ũmã hok."
45,14,15,"Xate nõm hãpxop mã', hu ta 'ãxape kuxa hittupmã hok, tu' kummugãhã', hu nõm putup nõg. 'Ãxit'ax hã 'ãxape pu hãpkummugã hok, ka tute Topa yõg putat xak. 'Ok yũmmũg xate'? Yã Kunnix te 'ãxape pupi' xok, nũy nõ hãmmaxnã', pa xate' kummugãhã 'ãxit'ax hã. 'Ãpu 'ãnõy kuxa putex hok!"
45,14,16,"Xate hãpxopmãhã', tu hãmpe'ãpaxex, hu: “Yã 'ãte hãpxopmã max,” kaxĩy. Yã' max, pa 'ãxape mũtik hãm'ãktux hok, nũy nõy yãnãn hok. Yã 'ãxape te hãmpe'paxex nõy. 'Ãyĩy hok, xayĩy 'ãxape gãyã hok, ka 'ãxape 'õg hãpxopmã'ax kopit kummuk."
45,14,17,"Topa te yãy yõg tikmũ'ũn xat, tu tikmũ'ũn kuxa tu' xat, tu putep mũn mã'ax 'ap xat'ah, xix putep xo'op'ax 'ap xat'ah. 'Ãmhok. Topa te tikmũ'ũn xat, pu max, tu' xat, pu tu kuxa yũm ka'ok, tu' xat, pu tu kuxa hittup xexka', ha Topa Koxuk te' kuxa hittupmã'ax, tu hãpxopmã'ax max hã' kuxa yũmmã'ax."
45,14,18,"Ha tikmũ'ũn te Kunnix pu hãpxopmã kaxĩy, puxix Topa nõm 'ũmax 'ãktux, ha tikmũ'ũn xohix te nõm 'ũmax 'ãktux kamah."
45,14,19,"'Ãpu yũmũ'ãte hãxopmã maxnã', nũy kuxa yũmmã', nũy yũmũg xape ka'ogã'."
45,14,20,"Pa nũy ta nõy kummugã hok. 'Ãxit'ax hã 'ãnõy kummugã hok. 'Ãmhok. 'Õg pa 'ãti'! 'Ãnõy yã Topa yõg, ha Topa te nõm putup pax, 'ũyõg hah, ha' kummugã hok, nũy 'ãxit max. Topa tep-tup tikmũ'ũn te xogyĩn mã hok, xix ta hep xupyãg xo'op hok, ka' nõy hã hãpkummugãhã'."
45,14,22,"Xate hãpxopmãhã', tu' max pe'ãpaxex, 'ãkuxa yũm ka'ok, hu 'ãxit, xi' xo'op, ha xate' yũmmũg, xix Topa te' yũmmũg. Puxi'. Tikmũ'ũn kuxa yũm ka'ok yãy yõg hãpxopmã'ax kopah, puxix tu kuxa hittup xexka', ha' kuxa te yãy mũn tu: Yã' max. 'Ãte hãpxopmã max hõnhã,” kaxĩy."
45,14,23,"Pa tikmũ'ũn kuxa yũm pu'uk, tu yãy mũn yĩkopit, 'ok pe' max, 'ok pe' kummuk, 'ũ hãpxop 'ũm mã', puxix Topa' tux hok pu' mã hok, 'ũkuxa yũm 'ohnãg hah. Tikmũ'ũn kuxa yũm pu'uk, 'ĩhã hãpxopmã', puxix hãpkummuk mĩy, 'ũkuxa yũm pu'uk tu'."
45,15,1,"'Ãpu, 'ãnõy yõg putup'ax mĩyTopa tek xat, 'ũyĩy yũmũg xape xop mõ'nĩynãm, nõm xop kuxa mãm pu'uk mõ'nĩynãm, nũy nõ ka'ogã', nũy yũmũg yãy yõg putup'ax mĩy hok. 'Ãnõy yõg putup'ax mĩy, nũy nõm ha hãmmaxnã', pu tu kuxa yũm ka'ok Yeyox kopah."
45,15,3,"Kunnix te yãy yõg putup'ax mĩy 'ohnãg, yĩy Topa yõg tappet te Kunnix 'ãktux, tu hãm'ãktux, hu: “Tikmũ'ũn te 'ãkummuk 'ãktux, puxik mũn kummuk 'ãktux kamah,” kaxĩy."
45,15,4,"Hõmã tik xop hittap te Topa pupi hãm'ãktux, tu tappet tu kax'ãmi', ha mõ'yũmũg nĩynãm, 'ũyĩy nõã'tot, ha Topa yõg tappet te yũmũg ka'ogãhã', 'ũ Kunnix putpu nũn'ax hip."
45,15,5,"Topa te 'ãka'ogãhã', xix xa hã' totnãhã'. Pũyã Topa 'ãxop kuxa puxetnã', xix 'ãp-tox puxetnã kamah, xayĩy Yeyox Kunnix yõg hãpxopmã'ax tat, nũy Topa yũmũg Tak max 'ãktux, nũy 'ãyĩy'ax puxet hã Topa max 'ãktux, yã 'õhõm yũmũg xuxyã Yeyox Kunnix hã 'Ãtak."
45,15,7,"Yã hãm'ãpak max 'ãktux Yoneo xop hã' puknõg xop pu''Ãpu, 'ãxape putup, yã kaxĩy Kunnix te 'ãp-tup, tu mõ'ãyãy xe'ẽgnãg. 'Ãxape putup pax, pu tikmũ'ũn te: “Topa mũn max xe'ẽgnãg!” kaxĩy."
45,15,8,"'Ãte xa hãpxe'e 'ãktux: Kunnix te Yoneo xop tu hãpxopmãhã', tu nõm xop ha hãmmaxnãhã', pu nõm xop yũmmũg, tu Topa te hãmyok mĩy yũmmũg. Yã Topa te' yõg hãm'ãktux xex, tu mõnãyxop hittap pu' xex, tu' xaxok 'ohnãg, tu mãynãg mĩy. Ha Kunnix te hãxopmãhã', pu' puknõg xop yũmmũg kamah, yã Topa te puknõg xop kuxa ka', puyĩy Topa max 'ãktux, yĩy Topa yõg tappet te:“Yã 'ãmax Topah, yĩy 'ãte' puknõg xop pu hãm'ãktux putup,tuk-tex putup, nũy 'ãmax 'ãktux,” kaxĩy."
45,15,10,"Tu xe hãm'ãktux, hu:“Pũyã' puknõg xop kuxa hittup Yoneo xop mũtik.Yã Topa te Yoneo yõg tikmũ'ũn yĩmõgatux,” kaxĩy."
45,15,11,"Tu xe:“Pũyã' puknõg xop xohix Topa xexka 'ãktux,pũyã' hep xop xohix Topa pu hãm'ãktux punethok,nũy tu: ‘'Ãmax xe'ẽgnãg,’ kaxĩy, Topa pu',” kaxĩy."
45,15,12,"Ha mõnãyxop hittap 'Iyait te Topa yõg tappet tu kax'ãmi', hu:“Yexe mõkputox 'ũm nũn putup, nũy puknõg xop xat,ha' hittup, tu' hip, pu mõkputox nũ',” kaxĩy."
45,15,13,"Yã Topa te yũmũg kuxa hittupmãhã', pũyã 'ãkuxa mãmmã, xayĩ' hip, Yã yũmũ'ã' hõm putup pexkox yõg hãpxop xohix, ha yũmũ'ãte' hip, nũy pop. Yã Topa Koxuk te 'ãka'ogãhã', xa hãmmax hip kamah, nũy pexkox yõg hãpxop tu pop."
45,15,14,"Paot te hãpxe'e 'aktux'Ũkxape xop, 'ũgkuxa yũm ka'ok 'ãkopah, yã 'ãkuxa max, tu hãmyũmmũg, ha 'ãte 'ãyũmmũg, ha hãmyũmmũg max, nũy 'ãnõy pu hãmyũmmũgã'."
45,15,15,"Pa 'ãte xa kax'ãmi tappet, tu xa hãpxe'e 'ãktux, tuk kuxãnõg 'ohnãg, nũy xa xaxogã hok. Yã Topa tek yãykutnãhã', 'ũ hãpxopmã nõm pupi', tuk hittup xexka'. Yã hãpxopmãhã Yeyox Kunnix tu', nũy hãmpuknõg yõg xop mõ'nĩynãm, tu Topa yõg hãm'ãpak max'ax 'ãktux, 'ãmãnex putuk tu', puyĩ' puknõg xop kuxa mãm ka'ok Topa kopah. Yã mõ'yãy xe'ẽgnãg, ha Topa Koxuk te nõm xop yĩmõgatux, nũy Topa kuxa hittupmã'."
45,15,17,"'Ũghittup xexka', Topa tu 'ãte hãpxopmãhã', tuk kuxa hittup. Yãk kuxap-xet Kunnix kuxa mũtik."
45,15,18,"'Ap 'ũgkuxãnõg'ah, tu hãm'ãktux xe'e', nũy Kunnix te hãpxopmã'ax 'ãktux, 'a 'ãte hãm'ãktux nõy 'ãktux 'ũm putup'ah, pa Kunnix 'ũgmũg 'ũm hã hãpxopmã ka'ok, puyĩ' puknõg xop kuxa mãm ka'ok Topa kopah, 'ãte hãm'ãktux, nũy hãmyũmmũgã', puyĩ' puknõg xop yĩpkox pi Topa pu'. Topa Koxuk te mõgkutnãhã', tuk ka'ogãhã', 'ãte hãpxopmã xe'ẽgnãg, puyĩ' puknõg xop pẽnã', hak ka'ogãhã', 'ũ hãpxopmã ka'ok xe'ẽgnãg. Yã kaxĩy tikmũ'ũn 'ũm te' mĩy hok, yĩk xip Yenoyanẽn tu', tuk mõg, tuk xupep hãpxexka 'Init tu', nũy hãm'ãpak max'ax xohix 'ãktux, nũy Kunnix 'ãktux."
45,15,20,"'Ãte hãpxopmã punethok, nũy hãm'ãpak max'ax 'ãktux, nũy Kunnix 'ãktux puknõg xop pu', nõm xop te Kunnix 'ãxet'ax 'ãpak hok pu' xuktux, nũy nõy yõg hãpxopmã'ax mĩy hok. 'Ãte putup'ah, 'ũnõy te hãpxopmã hãmãxap, 'ũg-nãy tu hãpxopmã'.“Tikmũ'ũn 'ũm te nõm 'ãktux 'ohnãg, pãyã' puknõg te' pẽnãp-tup,ha hãm'ãpak 'ohnãg xop te hãmyũmmũg putup,” kaxĩy."
45,15,22,"Paot te kõmẽn xexka Hõm tu' mõg putup'Ãmnĩy xohix hã 'ãte' xak, nũy 'ãhak mõg, pãyãk mõg'ah. 'Ãte hãpxopmã kux nũnte, kopxix 'ãhak mõg. Yã 'ãte' hip hãmyãxatamuk xohix hã, 'ũg 'ãha mõg. Huk mõg putup nõmhã. 'Ũgmõg putup hãpxexka 'Expãn hah, tu 'ãp-tup, xa mõgnĩynãm, 'ũyĩy 'Expãn tuk mõg, tu 'ãxop mũtik 'ũkxip putup hãmãxap."
45,15,25,"Hõnhãk mõg Yenoyanẽn tu', nũy Topa yõg tikmũ'ũn tu hãpxopmã'. Yã hãpxexka Mãxenõn yõg kuxa mãm ka'ok xop, xix hãpxexka Genex yõg kuxa mãm ka'ok xop te tayũmak pop, nũy Topa yõg tikmũ'ũn pu' popmã Yenoyanẽn tu', nũy hok xop pu' popmã'."
45,15,27,"Nõm kuxa mãm xop te' popmãp-tup, nũy hok xop pu' popmã'. Yã' max 'ũ popmã', Yoneo xop pu' yãnãn tu' popmãhã'. Yã Yoneo xop te' puknõg xop ha hãmmaxnãhã', yĩ' puknõg xop te tu ta nemẽn, nũy yãnãn tu' hok xop pu hãpxop popmã'."
45,15,28,"'Ãte hãpxopmã kux, kopxi' hok xop pu hãpxop popmõg, tu 'Expãn hak mõg putup, tuk mõg putat hã, kopxix 'ãhak mõg kamah. 'Ũgmõg, nũy 'ãha hãmmaxnã', pu Kunnix 'ãha hãmmaxnã xexka'."
45,15,30,"'Ũkxape xop, 'ãte 'ãxapit, yũmũg xuxyã te mõ yũmũg yãy xe'ẽgnãg hah, xix Topa Koxuk te mõgyãy hah, xa mõgnĩynãm, nũy Topa puk 'ãktux nãm, puk mũn ka'ogã', tuk pẽnã max, tuk mõgnĩy, puyĩy Yoneo yõg kuxa mãm hok xop tek kummugã hok. 'Ãpu, Topa tu' xax kamah, puyĩy Yenoyanẽn yõg kuxa mãm ka'ok xop 'ũgputup, 'ãte hãpxopmã max hah. Topa tek putup, kopxik mõg 'ũm 'ãhah, tuk hittup xexka', nũy 'ãmũtik 'ũktihi', nũy 'ãmũtik 'ũghittup."
45,15,33,"Pũyã Topa 'ãkuxa mãmmã', xix 'ãmũtik tihi'. Hamũn!"
45,16,1,"Paot te' xape xop pu 'ãneoPep yã yũmũg xape hex, tu' max, tu kõmẽn Xẽnkenex yõg kuxa mãm ka'ok xop pu hãpxopmãhã', tu' hok xop pu hãpxop popmãhã', yĩy nõm putup, nũy nõ tu 'ãtehet, yã yũmũg xuxyã 'ũyõg kamah. Pũyã' xohix hã tu' tehet, yã tikmũ'ũn punethok hã' xape, xik mũn hã' xape'."
45,16,3,"'Ãte Pinixit xix 'Ak pu 'ãneo hõm, yãk mũn mũtik Topa tu hãpxopmãhã', tu yãk mũn hã 'ũkxape xe'e'."
45,16,4,"Tu 'ã' xok'ax, yĩy 'ãte nõm pu: 'Ãmax xe'e', kaxĩy. 'Ãte' puknõg xop yõg kuxa mãm ka'ok xop xohix mũtik hãm'ãktux, hu: 'Ãmax xe'e! Kaxĩy."
45,16,5,"'Ãte' kuxa mãm ka'ok xop pu 'ãneo hõm kamah, nõm xop te 'Ak pet tu yãy tu nũ'nãhã'.'Ãte 'Ẽpẽn pu 'ãneo hõm kamah, hak mũn hã 'ũkxape', tu 'Ax yõg tik te mãxap, nũy kuxa yũm Yeyox kopah."
45,16,6,"'Ãte Mãnix pu 'ãneo hõm, ha 'ãxop pu hãpxopmãhã punethok."
45,16,7,"Xix 'Ãnenõn xix Yõn pu 'ãneo hõm, ha kama Yoneo yõg tihik, 'ũgmũn putuk, tuk mũn mũtik pip kanet kopah. Yeyox yõg mõ'pok xop te' yũmmũg max, ha' kuxa mãm ka'ok hãmãxap, hak-nãy tuk kuxa yũm ka'ok kamah."
45,16,8,"'Ãte 'Ãpit pu 'ãneo hõm, hak mũn hã yã 'ũkxape' xe'e, yãg mũg kuxap-xet yũmũg xuxyã kuxa mũtik."
45,16,9,"Xix 'Ohmãn pu 'ãneo hõm, hak mũ mũtik hãpxopmãhã', tu Kunnix tu hãxopmãhã', xix 'Extak pu 'ãneo hõm, hak mũn hã 'ũkxape xe'e'."
45,16,10,"Xix 'Apet pu 'ãneo hõm, yã Kunnix tu hãpxopmã xexka', ha tikmũ'ũn te' yũmmũg. Xix 'Anixtop pet kopa' pip xop pu 'ãneo hõm."
45,16,11,"Xix 'Enoniãm pu 'ãneo hõm kamah, ha Yoneo yõg tik kamah, xix Nãxix pet kopa' pip xape xop pu 'ãneo hõm kamah."
45,16,12,"Xix Tinipẽn xix Tinipox pu 'ãneo hõm, yã Topa tu hãpxopmãhã', xix Pex, hak mũn hã 'ũkxape', tu yũmũg xuxyã tu hãpxopmãhã xexka'."
45,16,13,"Xix Hop pu 'ãneo hõm, yã hãpxopmãhã xexka Topa tu', xi' tut pu 'ãneo, yãk mũn hã yã' tut."
45,16,14,"'Ãte 'Axĩn pu 'ãneo hõm, xix Penegõn pu' hõm, xix 'Ehẽm pu' hõm, xix Pa'ot pu' hõm, xix 'Ehãm pu' hõm, xix yũmũg xape xop te' pet kopa' pip pu 'ãneo hõm."
45,16,15,"Xix Pinot pu 'ãneo hõm, xix Yonit pu' hõm, xix Neneo pu' hõm, xi' hex pu' hõm, xix 'Onĩm pu' hõm, xix Topa yõg tikmũ'ũn xohix pu 'ãneo hõm, nõm te' mũtik pip xop pu 'ãneo hõm kamah."
45,16,16,"Yãy kep ha yãy mũg, nũy tu 'ãneo. Yã Kunnix yõg tikmũ'ũn xohix te 'ãxop pu 'ãneo hõm."
45,16,17,"Paot te hãmyũmmũgãhã''Ũkxape xop, 'ãte xa hãm'ãktux: 'Og pa mõxip! Tikmũ'ũn kummuk te xa hãm'ãktux hã' nõy yãnãn, puyĩy 'ãgãyã', puyĩy yãy xakot, ha Topa yõg hãm'ãktux yũmmũgã kummuk. 'Ãpu, 'ũnĩm nõm kummuk xop."
45,16,18,"Tikmũ'ũn te hãpxopmã kummuk ha xĩy, puxix Kunnix yũmũg xuxyã tu hãpxopmã 'ohnãg, pãyã hãpxop xak, nũy xit. Tu hãm'ãktux mãynãg, nũy yã tikmũ'ũn pu mõ'ãmã', nũy tikmũ'ũn hãmyũmmũg hok xop pu mõ'ãmã'."
45,16,19,"Tikmũ'ũn xohix te 'ãyĩpkox pip'ax yũmmũg, ha hãm'ãpak max'ax pu 'ãyĩpkox pip, 'ãyĩy xa tuk hittup, tup-tup, xa hãmyũmmũg, nũy hãpxopmã max, pãyã 'a 'ãte putup'ah, xa hãpxopmã kummuk yũmmũg. 'Ãmhok."
45,16,20,"Topa te yũmũg kuxa mãmmãhã', tu hãpxip kutõgnãg 'ĩhã Hãmgãyãgnãg koxyõy putup, pu 'ãxop totnok nãm, tu' nõã'.Pũyã yũmũg xuxyã Yeyox xa hãmmaxnã'!"
45,16,21,"Tĩmõn tek mũtik hãpxopmãhã', tu xa 'ãneo hõm, xix Noxit, xix Yaxãm, xix Xoxit, te 'ãneo hõm kamah. Nũ tik xop xohix Yoneo xop, 'ũgmũn putuk."
45,16,22,"'Ũgmũn Tex, tu Paot pupi tappet kax'ãmi', tu 'ãxop pu 'ãneo hõm, yãk mũn Kunnix yõg, 'ãxop putuk. Xix Gax te 'ãneo, hak mũg pip Gax pet tu', ha' kuxa mãm xop te nũ pet tu ta tu yãy tu nũ'nãhã', tu nũ'ãktettex. Xix 'Enax te 'ãneo, ha kõmẽn yõg tayũmak xex, xix Koat te 'ãneo, ha yũmũ'ã hã' xape'. Pũyã yũmũg xuxyã Yeyox Kunnix 'ãxop xohix ha hãmmaxnã'! Hamũn!"
45,16,25,"Paot te Topa xexka xe'ẽgnãg 'ãktux'Ãpu yũmũg Topa xexka 'ũm 'ãktux! Tu 'ãkuxa mãmmã'ax ka'ok, xayĩy 'ãkuxa mãm ka'ok mõ' kuma' mõg. Yã hãm'ãpak'ax te' xuktux, 'ãte nõm te xa' xuktux, tu Yeyox Kunnix xa' xuktux. Hõmã Topa te hãpxaptop, pa hõnhã hãmyũmmũgãhã', tu tik xop hittap hã' yũmmũgãhã', nõm xop te Topa pupi hãm'ãktux, tu tappet tu kax'ãmi', pu Topa yõg tikmũ'ũn hãmyũmmũg, ha Topa hi xe'ẽgnãg mõ kuma' mõg, tu' xat, pu' hep xop xohix pu' xuktux, pu hãm xexka xohix yõg tikmũ'ũn pu' xuktux, puyĩ' xohix yĩpkox pi', xi' kuxa mãm ka'ok hãm'ãpak max'ax kopah."
45,16,27,"Topap-xehnãg, 'ũnõy 'a' ti'ah, ha hãmyũmmũg xe'ẽgnãg. Pũyã' xohix Topa xexka xe'ẽgnãg 'ãktux, Yeyox Kunnix ha hãm'ãktux.Tu ta tu' kux."
46,1,1,"PAOT TE KONĨN XOP PU KAX'ÃMI' I'Ũgmũn Paot, ha Topa tek mũn yãykutnãhã', tu nũgkutnãhã 'ãte hãpxopmã Yeyox Kunnix pu', tu xa kax'ãmi', yũmũg xape Xox mũtik 'ãte xa ka'ãmi', nũy tappet xa mõ'kutnã', nũy kõmẽn Konĩn yõg kuxa mãm ka'ok xop xohix hah mõ'kutnã', 'ãkuxa xohip-xet Kunnix kuxa mũtik hah. Yã 'ãxop Kunnix yõg xop, nũy Topa hã tikmũ'ũn xe'e'. Hak mũ'ãte tappet mõ'kutnã'ax kamah 'ũkuxa mãm ka'ok xop xohix hah, nõm xop te yũmũg xuxyã Yeyox Kunnix tu' xak, pu tu' kox ka'ogã'. Yã Yeyox Kunnix te' kuxa mãm ka'ok xop xohix hã' xuxyã'. Pũyã Topa yũmũg Tak 'ãkuxa mãmmã', nũy tu yũmũg xuxyã Yeyox Kunnix mũtik xa hãmmaxnã'."
46,1,4,"Topa te Kunnix hã yũmũ'ã hãmmaxnãhã'Topa te xa hãmmaxnãhã', hak hittup, tu: 'Ãmax, Topah! Kaxĩy. Yã Topa te xa hãmmaxnãhã', Yeyox te 'ãxop pupi' xok ha hãmmaxnãhã'. Yã 'ãkuxap-xet Yeyox Kunnix kuxa mũtik, pu hãm'ãktux ka'ok ha 'ãyummũgãhã, xa hãmyũmmũg xohix. 'Ãkuxa mãm ka'ok hãm'ãpak'ax kopah, ha Kunnix 'ãktux,"
46,1,7,"yĩy Topa te xa hãmmaxnã xexkah, 'ĩhã 'ãxop te Topa yõg hãptup mõ'nã'ax xexka hip, 'ĩhã yũmũg xuxyã Yeyox Kunnix nũn putup putpu'."
46,1,8,"Ha 'ãka'ogãp-tup, 'ĩhã' nũn'ax hip, xayĩy 'ãkuxa tu max, 'ĩhã yũmũg xuxyã Yeyox Kunnix xupep, nũy 'ũhep xop xohix yõg hãpxopmã'ax kopit."
46,1,9,"Topa xip ka'ok, tu mõ'ãgmũg xohix hã' xip ka'ok, tu yũmũg mũtik tihi', tu yũmũg xãnãhã, 'ũ nũ', nũy yũmũg kuxap-xet yũmũg xuxyã kuxa mũtik, nũy Topak-tok Yeyox Kunnix kuxa mũtik yũmũg kuxap-xet."
46,1,10,"'Ũkuxa mãm ka'ok xop te yãy tuk-mĩy'Ũkxape xop, 'ãte 'ãxop tu' xak, xap-tox puxet xix kuxap-xet, nũy yãy mũtik ta tuk-mĩy hok. Yã yũmũg xuxyã te 'ã' hõm yãy 'ãxet'ax, 'ãte xa' xak, xayĩy 'ãgãy hok. Kono xape te xa 'ãktux, tu 'ãxop te yãy tuk-mĩy'ax 'ãktux,"
46,1,12,"ha kaxĩy tikmũ'ũn 'ũm te: “'Ũgmũn yã Paot yõg,” kaxĩy, ha' nõy te: “'Ũgmũn yã 'Apot yõg,” kaxĩy, ha' nõy te: “'Ũgmũn yã Pet yõg,” kaxĩy, ha' nõy te: “Pak mũn yã Kunnix yõg,” kaxĩy."
46,1,13,"'Ok 'ãxop te Kunnix yõg tikmũ'ũn koxip putup yãy pu'? 'Ok 'ũgmũn te mĩpkupnix tuk xok 'ãxop pupi'? 'Ãmhok! 'Ok 'ãte yãy 'ãxet'ax hõm, pu tikmũ'ũn 'ũm 'ãp-tox pix? 'Ap hõm'ah. Kunnix puxet te yãy 'ãxet'ax hõm, pup-tox pix. 'Ak mũn'ah."
